"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","467","1108","532","374","8","2489"
"Hydro","351","48","160","117","24","700"
"Nuclear","18","31","19","0","0","68"
"Gas, Naptha & Diesel","23","63","20","0","19","125"
"RES (Wind, Solar, Biomass & Others)","42","93","223","1","0","360"
"Total","902","1343","954","492","51","3742"
