"","NR","WR","SR","ER","NER"
"Schedule(MU)","122.9","-75.1","35.4","-89.4","5.0"
"Actual(MU)","124.0","-77.0","35.7","-92.2","7.6"
"O/D/U/D(MU)","1.1","-1.9","0.3","-2.8","2.6"
