"","NR","WR","SR","ER","NER"
"Schedule(MU)","96.5","-42.9","30.5","-92.8","7.1"
"Actual(MU)","105.9","-54.3","30.6","-94.4","8.6"
"O/D/U/D(MU)","9.4","-11.4","0.1","-1.6","1.5"
