"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","5.1","8.6","5.1","86.6","8.3"
"SR GRID","0.0","0.0","7.8","24.1","7.8","89.7","2.5"
