"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0","0","0.3","20.8","0.3","91.4","8.3"
"SR GRID","0","0.1","18.9","36.3","19.0","80.8","0.3"
