"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","192.4","-169.8","53.4","-79.8","3.6","-0.2"
"Actual(MU)","203.1","-183.4","57.4","-81.1","5.2","1.2"
"O/D/U/D(MU)","10.7","-13.6","4.0","-1.3","1.6","1.4"
