"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7416","0","169.1","79.3","0.6","136"
"","Haryana","7678","0","150.3","106.6","-2.1","284"
"","Rajasthan","9907","0","210.6","55.5","0.9","246"
"","Delhi","5562","13","114.4","94.5","0.0","197"
"","UP","14379","600","325.8","145.3","2.4","541"
"","Uttarakhand","1868","75","40.2","22.1","1.7","190"
"","HP","1217","0","24.7","7.4","0.4","158"
"","J&K","2189","547","43.5","15.7","4.8","421"
"","Chandigarh","304","0","6.1","5.8","0.3","46"
"WR","Chhattisgarh","3267","0","74.7","24.8","0.4","472"
"","Gujarat","14590","0","320.8","71.0","4.5","712"
"","MP","8035","17","174.8","112.4","-1.1","846"
"","Maharashtra","19598","409","445.9","138.3","1.7","891"
"","Goa","476","0","12.7","8.5","3.6","123"
"","DD","308","0","6.8","6.5","0.3","59"
"","DNH","742","0","17.0","17.3","-0.3","15"
"","Essar steel","560","0","11.7","10.6","1.1","221"
"SR","Andhra Pradesh","6537","0","145.8","39.2","0.9","610"
"","Telangana","5977","0","134.7","73.5","1.1","324"
"","Karnataka","7932","600","177.2","54.2","0.9","423"
"","Kerala","3191","0","61.7","52.2","1.5","212"
"","Tamil Nadu","11621","0","228.2","103.5","-1.9","808"
"","Pondy","291","0","5.4","6.6","-1.2","7"
"ER","Bihar","3402","0","66.6","64.7","0.1","140"
"","DVC","2709","0","59.6","-39.7","0.6","280"
"","Jharkhand","856","0","17.3","11.2","0.4","160"
"","Odisha","3959","0","83.4","24.2","1.4","350"
"","West Bengal","6932","42","145.7","41.7","-0.2","180"
"","Sikkim","86","0","0.9","0.0","0.8","40"
"NER","Arunachal Pradesh","92","3","1.5","2.6","-1.2","0"
"","Assam","1152","267","18.2","13.5","0.4","181"
"","Manipur","122","8","1.6","1.7","-0.1","41"
"","Meghalaya","182","0","3.4","1.5","0.1","113"
"","Mizoram","74","1","1.3","1.3","-0.1","10"
"","Nagaland","98","2","1.6","2.1","-0.5","1"
"","Tripura","226","18","4.0","3.1","0.7","95"
