"","NR","WR","SR","ER","NER"
"Schedule(MU)","100.1","-99.9","43.7","-52.6","7.8"
"Actual(MU)","99.1","-103.9","43.6","-46.1","10.3"
"O/D/U/D(MU)","-1.0","-4.0","-0.1","6.5","2.5"
