"","NR","WR","SR","ER","NER","All India"
"Coal","549","1121","505","410","5","2588"
"Lignite","19","14","52","0","0","85"
"Hydro","116","28","75","34","7","260"
"Nuclear","24","19","36","0","0","80"
"Gas, Naptha & Diesel","28","40","18","0","30","115"
"RES (Wind, Solar, Biomass & Others)","72","69","132","1","0","274"
"Total","807","1291","818","445","41","3403"
