"","NR","WR","SR","ER","NER"
"Schedule(MU)","126.8","-104.8","28.1","-56.8","5.6"
"Actual(MU)","118.4","-110.2","32.3","-51.5","7.5"
"O/D/U/D(MU)","-8.4","-5.4","4.2","5.3","1.9"
