"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","1.2","9.6","1.2","98.4","0.4"
"SR GRID","0.0","0.0","2.5","11.5","2.5","90.1","7.4"
