"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 1900 hrs; from RLDCs)","41991","46793","42389","19270","2352","152795"
"Peak Shortage (MW)","508","0","33","0","41","582"
"Energy Met (MU)","880","1117","959","373","41","3369"
"Hydro Gen (MU)","145","21","90","41","9","306"
"Wind Gen (MU)","6","13","19","----------","----------","39"
"Solar Gen (MU)*","20.79","20.24","71.35","0.76","0.04","113"
"Energy Shortage (MU)","10.7","0.0","0.0","0.0","0.6","11.3"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","43270","53049","43058","19394","2474","155709"
"","18:42","11:15","17:56","18:26","18:55","18:32"
