"","NR","WR","SR","ER","NER"
"Schedule(MU)","57.2","-42.9","46.3","-70.7","9.6"
"Actual(MU)","46.6","-35.4","45.9","-66.5","9.4"
"O/D/U/D(MU)","-10.6","7.5","-0.4","4.2","-0.2"
