"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","8709","0","183.5","126.8","-1.4","75","0.0"
"","Haryana","8634","0","182.3","139.3","2.2","235","0.0"
"","Rajasthan","9921","0","217.4","73.9","2.9","541","0.2"
"","Delhi","6193","0","122.0","97.4","-1.1","151","0.0"
"","UP","17994","0","387.8","181.6","1.2","310","0.0"
"","Uttarakhand","2012","0","43.2","11.7","2.1","289","0.0"
"","HP","1368","0","26.0","-2.4","5.3","492","0.0"
"","J&K","2208","552","42.2","18.6","-0.3","276","10.0"
"","Chandigarh","250","0","5.1","5.5","-0.4","17","0.0"
"WR","Chhattisgarh","3771","0","85.2","27.4","0.4","284","0.0"
"","Gujarat","14441","0","308.5","94.3","7.4","692","5.2"
"","MP","7263","0","159.4","70.2","-3.3","423","0.0"
"","Maharashtra","18622","0","411.5","108.5","2.4","669","0.0"
"","Goa","521","0","10.6","8.3","2.1","26","0.0"
"","DD","662","0","7.4","6.2","1.2","87","0.0"
"","DNH","770","0","17.8","16.9","0.9","96","0.0"
"","Essar steel","484","0","10.3","10.2","0.1","281","0.0"
"SR","Andhra Pradesh","7205","0","166.4","11.1","-0.2","433","0.0"
"","Telangana","7519","0","163.0","77.5","-0.6","442","0.0"
"","Karnataka","9158","0","193.2","60.8","-3.8","418","0.0"
"","Kerala","3493","0","69.3","46.8","0.5","176","0.5"
"","Tamil Nadu","14868","0","316.2","123.4","-2.6","370","0.0"
"","Pondy","380","0","7.9","8.1","-0.2","58","0.0"
"ER","Bihar","4648","0","87.0","84.1","0.7","435","0.0"
"","DVC","2845","0","66.4","-25.1","-1.9","395","0.0"
"","Jharkhand","1081","0","22.4","17.2","0.1","185","0.0"
"","Odisha","4063","0","77.8","36.7","2.7","450","0.0"
"","West Bengal","8293","0","157.8","42.0","2.5","498","0.0"
"","Sikkim","86","0","1.2","1.4","-0.3","20","0.0"
"NER","Arunachal Pradesh","110","2","2.3","2.9","-0.6","0","0.1"
"","Assam","1621","124","30.5","24.3","1.1","152","0.7"
"","Manipur","167","1","2.2","2.6","-0.4","30","0.0"
"","Meghalaya","282","0","5.4","0.7","-0.1","38","0.0"
"","Mizoram","86","2","1.5","0.9","0.0","35","0.0"
"","Nagaland","110","4","2.2","2.2","-0.2","20","0.0"
"","Tripura","262","0","5.1","4.4","0.2","29","0.0"
