"Region","FVI","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.037","0.00","0.26","5.59","5.85","72.58","21.57"
"SR GRID","0.037","0.00","0.26","5.59","5.85","72.58","21.57"
