"","NR","WR","SR","ER","NER"
"Schedule(MU)","133.3","-107.6","49.9","-86.9","8.2"
"Actual(MU)","116.9","-116.3","58.4","-84.0","11.0"
"O/D/U/D(MU)","-16.4","-8.7","8.5","2.9","2.8"
