"","NR","WR","SR","ER","NER","All India"
"Coal","615","923","409","389","6","2342"
"Lignite","18","10","46","0","0","74"
"Hydro","332","104","171","143","24","773"
"Nuclear","27","29","60","0","0","117"
"Gas, Naptha & Diesel","41","54","16","0","25","135"
"RES (Wind, Solar, Biomass & Others)","64","113","208","2","0","387"
"Total","1096","1232","910","535","55","3827"
