"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 2000 hrs; from RLDCs)","59141","43494","39879","22414","2691","167619"
"Peak Shortage (MW)","1388","0","0","0","186","1574"
"Energy Met (MU)","1357","974","935","461","51","3778"
"Hydro Gen (MU)","332","104","171","143","24","773"
"Wind Gen (MU)","22","96","95","----------","----------","214"
"Solar Gen (MU)*","26.19","8.35","73.62","1.98","0.03","110"
"Energy Shortage (MU)","13.8","0.0","0.0","0.0","4.8","18.5"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","60818","45558","41066","22516","2837","171046"
"","00:13","19:23","18:52","20:48","18:13","19:23"
