"","NR","WR","SR","ER","NER","All India"
"Coal","614","1301","539","473","14","2942"
"Lignite","21","14","46","0","0","80"
"Hydro","258","28","71","90","17","463"
"Nuclear","27","31","58","0","0","116"
"Gas, Naptha & Diesel","35","51","16","0","28","130"
"RES (Wind, Solar, Biomass & Others)","64","118","191","3","0","374"
"Total","1020","1542","921","566","59","4107"
