"","NR","WR","SR","ER","NER"
"Schedule(MU)","93.6","-72.9","47.1","-61.3","-6.8"
"Actual(MU)","97.6","-73.3","50.1","-66.2","-6.9"
"O/D/U/D(MU)","4.0","-0.3","3.0","-4.9","-0.1"
