"","NR","WR","SR","ER","NER"
"Schedule(MU)","103.5","-110.0","56.7","-48.9","-0.2"
"Actual(MU)","94.4","-120.6","67.8","-41.7","2.0"
"O/D/U/D(MU)","-9.1","-10.6","11.1","7.2","2.2"
