"","NR","WR","SR","ER","NER"
"Schedule(MU)","96.1","-95.6","35.7","-39.3","6.4"
"Actual(MU)","98.9","-103.2","37.3","-40.0","8.8"
"O/D/U/D(MU)","2.8","-7.6","1.6","-0.7","2.4"
