"","NR","WR","SR","ER","NER"
"Schedule(MU)","95.5","-108.0","39.7","-34.8","6.4"
"Actual(MU)","77.3","-105.0","41.8","-34.6","7.5"
"O/D/U/D(MU)","-18.2","3.0","2.1","0.2","1.1"
