"","NR","WR","SR","ER","NER"
"Schedule(MU)","118.6","-93.7","35.3","-69.1","9.8"
"Actual(MU)","111.3","-92.6","41.7","-75.5","13.2"
"O/D/U/D(MU)","-7.3","1.1","6.4","-6.4","3.4"
