"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6866","0","146.9","87.0","1.1","251"
"","Haryana","5994","0","115.1","85.1","-9.5","185"
"","Rajasthan","8592","0","188.5","59.1","2.2","522"
"","Delhi","4283","0","90.2","76.4","-5.8","0"
"","UP","11772","280","249.6","128.6","-0.5","723"
"","Uttarakhand","1701","0","35.5","20.8","-0.5","153"
"","HP","1214","0","25.7","4.2","1.3","221"
"","J&K","1521","100","28.8","17.8","-2.7","119"
"","Chandigarh","279","0","5.6","5.0","0.6","69"
"WR","Chhattisgarh","2810","59","66.9","26.0","-0.3","274"
"","Gujarat","13081","29","287.5","48.9","-0.2","904"
"","MP","6537","22","150.1","84.9","-2.0","238"
"","Maharashtra","18113","803","403.5","127.7","3.5","1003"
"","Goa","403","61","11.0","8.0","0.7","0"
"","DD","282","1","6.4","6.2","0.2","39"
"","DNH","658","2","15.4","15.0","0.4","63"
"","Essar steel","430","1","9.4","10.0","-0.6","85"
"SR","Andhra Pradesh","10841","1000","247.6","86.8","3.6","387"
"","Karnataka","7724","550","158.6","20.7","0.6","328"
"","Kerala","3301","200","65.2","35.4","2.0","247"
"","Tamil Nadu","11991","680","274.7","78.1","1.1","387"
"","Pondy","337","40","7.4","7.1","0.3","35"
"ER","Bihar","2205","300","37.5","40.6","-5.9","295"
"","DVC","2490","40","54.4","-15.5","-0.9","305"
"","Jharkhand","948","0","17.3","14.1","-1.9","235"
"","Odisha","3740","0","82.2","23.9","2.0","398"
"","West Bengal","6357","0","122.0","36.8","-0.6","450"
"","Sikkim","59","0","1.3","1.1","0.1","38"
"NER","Arunachal Pradesh","93","14","1.4","1.3","0.2","47"
"","Assam","1050","283","21.4","13.4","3.2","247"
"","Manipur","108","5","1.4","1.3","0.2","40"
"","Meghalaya","270","29","4.2","0.8","-0.2","46"
"","Mizoram","64","9","1.0","0.9","-0.1","17"
"","Nagaland","90","11","1.4","1.3","0.0","38"
"","Tripura","178","38","3.3","0.7","0.3","27"
