"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","158.8","-232.9","126.8","-58.0","4.8","-0.6"
"Actual(MU)","131.1","-242.4","158.5","-44.4","2.1","5.0"
"O/D/U/D(MU)","-27.7","-9.5","31.7","13.7","-2.6","5.6"
