"Share of RES in total generation (%)","7.33","6.73","16.28","0.18","0.07","7.97"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","37.70","11.10","28.34","14.17","8.76","21.80"
