"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.5","8.7","20.9","9.2","90.0","0.8"
"SR GRID","0.0","0.0","12.0","32.0","12.0","87.2","0.8"
