"","NR","WR","SR","ER","NER"
"Schedule(MU)","65.7","-22.1","43.5","-92.6","6.9"
"Actual(MU)","63.0","-21.0","43.2","-94.9","8.5"
"O/D/U/D(MU)","-2.7","1.1","-0.3","-2.3","1.6"
