"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5596","0","107.6","37.8","-0.3","193"
"","Haryana","6093","0","118.7","77.3","0.1","217"
"","Rajasthan","9263","70","204.1","71.7","2.1","276"
"","Delhi","3179","0","57.6","43.1","0.4","246"
"","UP","13036","275","270.0","83.5","-0.6","306"
"","Uttarakhand","1857","0","33.6","21.3","-0.9","200"
"","HP","1356","0","25.7","19.5","0.3","143"
"","J&K","1859","465","35.8","37.9","-5.8","0"
"","Chandigarh","204","0","3.5","3.5","-0.1","20"
"WR","Chhattisgarh","3681","0","67.7","11.1","1.3","238"
"","Gujarat","12554","0","274.0","90.2","2.1","478"
"","MP","11308","0","221.2","120.2","-2.0","243"
"","Maharashtra","19794","0","418.6","126.4","0.5","908"
"","Goa","434","0","8.9","7.2","1.1","37"
"","DD","282","0","6.3","6.1","0.2","32"
"","DNH","690","0","15.7","15.8","-0.1","46"
"","Essar steel","789","0","10.5","10.3","0.3","250"
"SR","Andhra Pradesh","6333","0","133.5","10.8","2.2","387"
"","Telangana","7270","0","144.1","69.5","1.8","525"
"","Karnataka","7858","0","167.9","47.5","1.9","769"
"","Kerala","3360","0","61.0","51.7","2.4","196"
"","Tamil Nadu","10872","0","239.0","125.3","1.8","832"
"","Pondy","304","0","5.9","6.3","-0.4","14"
"ER","Bihar","3564","0","61.2","57.7","1.5","425"
"","DVC","2563","0","58.2","-28.8","0.9","385"
"","Jharkhand","1078","0","22.9","13.9","1.3","135"
"","Odisha","3779","0","62.5","19.0","-0.7","350"
"","West Bengal","6282","0","94.1","22.1","-0.6","402"
"","Sikkim","94","0","1.5","1.4","0.1","20"
"NER","Arunachal Pradesh","88","0","1.8","1.6","0.3","33"
"","Assam","1350","2","21.9","16.0","2.0","145"
"","Manipur","138","2","2.2","2.3","-0.1","29"
"","Meghalaya","293","0","4.6","3.8","-0.1","19"
"","Mizoram","86","1","1.5","1.2","0.2","23"
"","Nagaland","104","2","1.8","1.8","-0.1","18"
"","Tripura","210","0","3.9","1.0","1.1","61"
