"","NR","WR","SR","ER","NER"
"Schedule(MU)","84.3","-61.9","35.5","-68.2","8.5"
"Actual(MU)","86.5","-77.2","35.1","-48.9","5.7"
"O/D/U/D(MU)","2.2","-15.3","-0.4","19.3","-2.8"
