"","NR","WR","SR","ER","NER"
"Schedule(MU)","143.5","-110.3","44.1","-86.4","8.9"
"Actual(MU)","143.2","-116.0","48.1","-83.6","11.0"
"O/D/U/D(MU)","-0.3","-5.7","4.0","2.8","2.1"
