"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.22","10.05","10.28","70.31","19.41"
"SR GRID","0.00","0.00","0.22","10.05","10.28","70.31","B. Frequency Profile (%)19.41"
