"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.07","1.35","5.65","7.07","41.92","51.01"
"SR GRID","0.00","0.07","1.35","5.65","7.07","41.92","B. Frequency Profile (%)51.01"
