"","NR","WR","SR","ER","NER"
"Schedule(MU)","114.1","-107.6","47.2","-79.9","9.1"
"Actual(MU)","118.3","-119.6","57.8","-82.2","11.2"
"O/D/U/D(MU)","4.2","-11.9","10.6","-2.4","2.1"
