"","NR","WR","SR","ER","NER"
"Schedule(MU)","76.6","-67.5","43.3","-49.7","-3.5"
"Actual(MU)","87.7","-79.3","50.4","-56.7","-2.7"
"O/D/U/D(MU)","11.1","-11.8","7.1","-7.0","0.8"
