"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","180.1","-265.8","136.1","-54.0","3.0","-0.6"
"Actual(MU)","162.3","-273.0","163.3","-55.9","-2.3","-5.6"
"O/D/U/D(MU)","-17.8","-7.2","27.2","-1.9","-5.3","-5.0"
