"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","577","1200","630","445","10","2863"
"Hydro","161","60","53","71","15","361"
"Nuclear","27","18","46","0","0","91"
"Gas, Naptha & Diesel","41","57","17","0","22","137"
"RES (Wind, Solar, Biomass & Others)","50","69","117","1","0","237"
"Total","856","1405","863","517","48","3689"
