"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5990","0","124.8","44.3","-0.3","130","0.0"
"","Haryana","6453","245","127.1","59.5","3.6","356","3.8"
"","Rajasthan","9084","0","197.6","61.4","2.4","355","0.1"
"","Delhi","4373","0","89.6","74.4","-2.4","66","0.0"
"","UP","15859","510","332.5","106.8","4.7","600","0.8"
"","Uttarakhand","1937","0","38.4","22.4","0.8","186","0.0"
"","HP","1311","0","23.9","14.5","-0.4","152","0.0"
"","J&K","2055","514","42.3","30.6","-0.7","174","10.0"
"","Chandigarh","211","0","4.2","4.3","0.0","32","0.0"
"WR","Chhattisgarh","3802","0","89.5","18.9","-1.6","132","0.0"
"","Gujarat","15435","0","346.1","170.9","2.7","405","0.0"
"","MP","8712","0","188.1","97.2","0.5","278","0.0"
"","Maharashtra","23458","0","510.2","140.9","0.1","399","0.0"
"","Goa","524","0","12.2","11.3","0.2","48","0.0"
"","DD","332","0","7.4","6.4","1.0","106","0.0"
"","DNH","755","0","17.7","17.1","0.6","52","0.0"
"","Essar steel","142","0","2.3","2.3","0.0","196","0.0"
"SR","Andhra Pradesh","8442","0","175.6","57.5","-1.9","581","0.0"
"","Telangana","7684","0","168.4","61.1","-2.5","327","0.0"
"","Karnataka","9839","0","212.3","70.5","-1.8","350","0.0"
"","Kerala","3652","0","77.0","55.6","1.3","243","0.0"
"","Tamil Nadu","15183","0","346.6","174.3","1.7","535","0.0"
"","Pondy","367","0","7.7","8.3","-0.6","115","0.0"
"ER","Bihar","4701","0","86.6","83.6","1.4","442","0.0"
"","DVC","2995","0","75.0","-64.7","3.3","435","0.8"
"","Jharkhand","1185","0","25.3","18.2","1.0","205","0.2"
"","Odisha","4071","0","81.8","26.4","-1.0","412","0.0"
"","West Bengal","8286","0","165.3","57.1","1.1","465","0.0"
"","Sikkim","89","0","1.2","1.4","-0.2","20","0.0"
"NER","Arunachal Pradesh","124","2","2.3","2.0","0.3","45","0.0"
"","Assam","1375","150","23.7","19.6","0.9","75","1.4"
"","Manipur","161","3","2.4","2.4","0.0","33","0.0"
"","Meghalaya","308","0","4.5","2.7","-0.3","44","0.0"
"","Mizoram","81","4","1.4","1.3","-0.1","32","0.1"
"","Nagaland","139","3","2.0","1.9","0.0","25","0.1"
"","Tripura","253","8","4.0","3.2","1.1","53","0.1"
