"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9636","0","201.4","124.4","-4.0","84"
"","Haryana","7963","0","165.5","104.0","-2.8","453"
"","Rajasthan","8747","0","196.8","44.3","0.4","292"
"","Delhi","5146","249","112.6","88.4","-5.3","185"
"","UP","12057","1390","270.5","129.3","-1.9","299"
"","Uttarakhand","1726","0","37.7","20.5","-0.2","125"
"","HP","1197","0","25.2","0.8","-0.2","93"
"","J&K","1520","100","27.3","15.9","-0.6","338"
"","Chandigarh","324","0","6.5","5.9","0.5","58"
"WR","Chhattisgarh","2575","51","55.4","7.4","-0.1","366"
"","Gujarat","12596","4","278.9","52.1","-1.1","571"
"","MP","6112","4","131.1","73.5","0.5","568"
"","Maharashtra","17679","81","394.8","104.2","9.9","834"
"","Goa","362","0","8.1","6.7","1.0","57"
"","DD","291","0","6.4","6.5","0.0","34"
"","DNH","666","0","15.5","15.1","0.5","32"
"","Essar steel","521","0","10.6","10.8","-0.2","11"
"SR","Andhra Pradesh","6146","500","134.6","19.2","0.8","391"
"","Telangana","5395","200","123.3","69.7","4.8","347"
"","Karnataka","7644","350","166.8","28.8","2.4","402"
"","Kerala","2815","575","55.3","33.7","1.8","320"
"","Tamil Nadu","12879","0","286.1","87.3","1.7","382"
"","Pondy","344","0","7.1","7.2","-0.1","44"
"ER","Bihar","2190","100","42.1","43.1","-3.1","60"
"","DVC","2657","0","57.6","-16.5","-2.9","190"
"","Jharkhand","1093","0","17.5","12.0","-0.6","110"
"","Odisha","3760","0","70.2","20.4","3.5","590"
"","West Bengal","6218","12","117.5","22.7","1.7","320"
"","Sikkim","80","0","1.3","1.4","-0.1","18"
"NER","Arunachal Pradesh","102","6","1.5","2.3","-0.8","10"
"","Assam","1095","284","23.3","15.5","2.7","94"
"","Manipur","110","6","1.5","2.2","-0.7","17"
"","Meghalaya","256","8","3.5","1.3","-1.1","44"
"","Mizoram","69","12","1.0","1.3","-0.5","11"
"","Nagaland","91","15","1.5","1.8","-0.5","18"
"","Tripura","228","7","2.6","1.1","-0.5","22"
