"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5016","0","97.8","74.6","-4.2","154"
"","Haryana","5721","0","108.7","52.8","-5.8","344"
"","Rajasthan","6676","0","128.1","41.6","-2.6","251"
"","Delhi","4294","5","87.0","64.7","-1.4","368"
"","UP","10261","4970","247.5","123.7","-1.7","408"
"","Uttarakhand","1687","70","16.1","14.4","-0.3","178"
"","HP","1167","0","23.6","1.5","-1.7","11"
"","J&K","985","100","17.1","7.8","-3.3","68"
"","Chandigarh","229","0","4.7","4.7","0.1","42"
"WR","Chhattisgarh","3104","92","68.8","23.7","0.4","329"
"","Gujarat","9801","27","213.1","56.9","-1.4","395"
"","MP","6650","0","137.2","71.9","-0.1","280"
"","Maharashtra","15695","54","338.6","100.1","3.7","417"
"","Goa","442","20","9.2","9.0","-0.2","25"
"","DD","267","0","6.0","6.0","0.0","42"
"","DNH","631","0","14.1","14.1","0.0","89"
"","Essar steel","310","0","6.6","7.4","-0.8","11"
"SR","Andhra Pradesh","5966","0","135.8","25.0","0.3","158"
"","Telangana","6602","0","149.6","71.5","2.2","281"
"","Karnataka","7524","400","150.9","15.0","-0.6","278"
"","Kerala","3098","100","57.7","32.8","2.5","198"
"","Tamil Nadu","12817","0","274.0","66.5","3.2","388"
"","Pondy","322","0","6.8","6.7","0.1","35"
"ER","Bihar","2355","0","49.6","44.8","3.1","370"
"","DVC","2353","0","56.5","-9.6","2.6","210"
"","Jharkhand","971","0","21.9","9.3","0.0","70"
"","Odisha","3349","0","67.7","14.6","0.8","320"
"","West Bengal","7148","0","136.4","39.4","0.9","295"
"","Sikkim","85","0","1.3","1.1","0.2","41"
"NER","Arunachal Pradesh","100","1","1.8","1.6","0.2","40"
"","Assam","1140","213","23.3","15.0","2.4","208"
"","Manipur","114","6","2.1","2.0","0.1","41"
"","Meghalaya","264","0","4.7","0.3","-0.1","48"
"","Mizoram","69","5","1.1","0.9","0.1","24"
"","Nagaland","112","0","2.0","1.3","0.1","40"
"","Tripura","200","31","2.8","0.9","-0.1","103"
