"","NR","WR","SR","ER","NER"
"Schedule(MU)","65.1","-63.1","49.1","-46.3","-1.1"
"Actual(MU)","52.6","-65.5","52.0","-35.9","1.0"
"O/D/U/D(MU)","-12.5","-2.4","2.9","10.4","2.1"
