"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5105","0","94.3","42.7","1.5","224"
"","Haryana","5513","0","103.6","40.6","-0.8","209"
"","Rajasthan","8319","0","171.4","75.1","-6.6","0"
"","Delhi","3050","11","56.5","38.1","-0.5","265"
"","UP","8958","1975","197.5","71.9","3.3","767"
"","Uttarakhand","1575","75","29.7","19.7","1.2","163"
"","HP","1250","0","22.9","16.4","0.7","121"
"","J&K","1925","100","38.5","27.8","3.7","360"
"","Chandigarh","182","0","3.3","3.2","0.1","36"
"WR","Chhattisgarh","2833","7","57.9","12.9","-1.6","140"
"","Gujarat","11583","0","252.6","48.4","-0.7","353"
"","MP","9758","0","196.7","109.0","-2.8","357"
"","Maharashtra","17627","686","368.9","120.2","8.1","740"
"","Goa","399","0","8.5","7.8","-0.5","59"
"","DD","242","0","5.7","6.3","-0.6","3"
"","DNH","637","0","14.6","14.3","0.3","36"
"","Essar steel","371","0","8.0","7.3","0.6","38"
"SR","Andhra Pradesh","10474","500","224.1","78.7","-1.5","404"
"","Karnataka","7593","800","160.8","15.2","1.2","628"
"","Kerala","2916","300","55.1","33.5","2.3","213"
"","Tamil Nadu","10198","1087","219.8","66.8","-0.4","419"
"","Pondy","274","30","5.2","5.5","-0.3","47"
"ER","Bihar","1944","400","38.1","34.3","1.5","130"
"","DVC","2479","100","55.6","-12.5","-0.7","120"
"","Jharkhand","1007","0","20.4","11.5","-0.7","80"
"","Odisha","3164","0","60.1","2.5","-0.5","140"
"","West Bengal","6099","0","95.0","11.3","3.2","310"
"","Sikkim","122","0","2.0","1.3","0.7","35"
"NER","Arunachal Pradesh","113","2","1.5","1.3","0.3","52"
"","Assam","1022","102","18.2","11.9","1.4","210"
"","Manipur","111","1","1.4","1.7","-0.3","41"
"","Meghalaya","283","7","3.8","3.1","-0.8","56"
"","Mizoram","62","2","1.2","1.0","-0.1","21"
"","Nagaland","88","4","2.1","1.5","0.3","26"
"","Tripura","177","11","3.3","0.1","0.7","49"
