"","NR","WR","SR","ER","NER"
"Schedule(MU)","122.8","-84.3","42.3","-80.6","2.6"
"Actual(MU)","97.3","-79.3","42.9","-65.7","3.5"
"O/D/U/D(MU)","-25.5","5.0","0.6","14.9","0.9"
