"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.0","1.0","0.0","89.4","10.6"
"SR GRID","0.0","0.0","2.6","10.3","2.6","91.1","6.3"
