"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4434","0","86.2","36.2","-1.6","168"
"","Haryana","5472","178","116.1","59.4","-1.6","198"
"","Rajasthan","9859","0","208.9","91.3","1.3","233"
"","Delhi","4150","0","69.5","46.3","1.0","490"
"","UP","10870","2515","239.0","82.6","-2.6","373"
"","Uttarakhand","1771","0","34.2","26.2","1.1","124"
"","HP","1260","15","24.0","20.1","-0.3","116"
"","J&K","2015","356","42.8","35.1","3.0","351"
"","Chandigarh","209","0","3.6","3.5","0.3","31"
"WR","Chhattisgarh","3120","18","67.9","17.1","-0.3","104"
"","Gujarat","11823","0","247.8","49.0","0.1","364"
"","MP","9612","0","190.7","113.3","-5.1","432"
"","Maharashtra","17286","67","352.1","96.2","-2.3","563"
"","Goa","420","0","6.7","6.9","-0.9","60"
"","DD","252","0","5.6","5.8","-0.2","14"
"","DNH","642","0","15.1","15.3","0.4","25"
"","Essar steel","358","0","7.1","6.6","0.4","19"
"SR","Andhra Pradesh","5825","0","129.8","20.0","4.1","432"
"","Telangana","5846","300","128.4","79.3","-0.1","444"
"","Karnataka","8178","300","164.0","26.1","2.5","424"
"","Kerala","2936","125","54.2","42.7","2.1","237"
"","Tamil Nadu","10478","516","227.2","84.9","0.0","428"
"","Pondy","254","0","5.0","5.3","-0.2","23"
"ER","Bihar","2605","175","52.7","52.6","-2.2","240"
"","DVC","2359","0","51.6","-19.4","1.3","210"
"","Jharkhand","1094","58","21.3","10.8","0.7","100"
"","Odisha","3252","0","63.5","23.7","5.2","350"
"","West Bengal","5122","0","93.3","11.6","5.3","400"
"","Sikkim","92","0","1.5","1.2","0.3","25"
"NER","Arunachal Pradesh","110","1","1.8","1.3","0.5","47"
"","Assam","1178","91","21.5","13.3","2.9","171"
"","Manipur","130","6","2.5","2.5","0.0","33"
"","Meghalaya","320","5","5.6","4.6","-0.4","45"
"","Mizoram","82","3","1.2","1.1","0.1","26"
"","Nagaland","112","3","2.3","1.5","0.3","27"
"","Tripura","202","3","2.0","0.5","-0.1","58"
