"Share of RES in total generation (%)","11.47","4.71","18.32","0.32","0.15","8.89"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","33.33","10.16","34.68","6.29","15.86","20.50"
