"","NR","WR","SR","ER","NER"
"Schedule(MU)","56.6","-8.0","30.2","-88.2","6.2"
"Actual(MU)","59.1","-6.9","31.5","-86.9","7.4"
"O/D/U/D(MU)","2.5","1.1","1.3","1.3","1.2"
