"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","643","1214","565","333","4","2758"
"Hydro","239","27","92","115","24","497"
"Nuclear","23","27","19","0","0","70"
"Gas, Naptha & Diesel","38","49","23","0","22","133"
"RES (Wind, Solar, Biomass & Others)","53","81","238","1","0","373"
"Total","996","1397","937","449","50","3829"
