"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 1900 hrs; from RLDCs)","46721","48209","38637","17834","2353","153754"
"Peak Shortage (MW)","763","0","0","0","26","789"
"Energy Met (MU)","912","1106","916","341","40","3315"
"Hydro Gen (MU)","122","47","84","39","9","300"
"Wind Gen (MU)","8","64","55","----------","----------","128"
"Solar Gen (MU)*","28.45","20.22","65.29","2.10","0.04","116"
"Energy Shortage (MU)","12.6","0.1","0.0","0.0","0.3","13.0"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","46969","51553","44135","18074","2482","155993"
"","18:36","10:27","07:53","18:23","17:26","18:29"
