"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","285.8","-229.4","16.4","-59.0","-6.5","7.2"
"Actual(MU)","283.7","-213.4","8.9","-71.3","-11.0","-3.2"
"O/D/U/D(MU)","-2.2","16.0","-7.5","-12.2","-4.6","-10.5"
