"Share of RES in total generation (%)","4.94","2.74","12.74","0.37","0.07","5.24"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","35.93","14.89","37.56","26.28","45.26","27.72"
