"","NR","WR","SR","ER","NER","All India"
"Coal","538","1151","451","429","9","2578"
"Lignite","19","19","58","0","0","96"
"Hydro","115","19","61","21","7","224"
"Nuclear","24","31","32","0","0","87"
"Gas, Naptha & Diesel","28","41","18","0","30","117"
"RES (Wind, Solar, Biomass & Others)","61","42","161","1","0","265"
"Total","785","1303","781","451","45","3366"
