"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","1.8","7.5","1.8","82.9","15.3"
"SR GRID","0.0","0.0","0.6","4.0","0.6","87.2","12.2"
