"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","4.5","11.5","4.5","91.7","3.8"
"SR GRID","0.0","0.0","0.3","2.6","0.3","96.7","3.0"
