"","NR","WR","SR","ER","NER"
"Schedule(MU)","90.5","-104.2","33.7","-27.2","5.3"
"Actual(MU)","85.6","-106.6","41.5","-28.0","7.7"
"O/D/U/D(MU)","-4.9","-2.4","7.8","-0.8","2.4"
