"","NR","WR","SR","ER","NER"
"Schedule(MU)","52.5","-41.3","47.5","-64.2","8.4"
"Actual(MU)","30.8","-26.2","47.7","-61.2","10.7"
"O/D/U/D(MU)","-21.7","15.2","0.2","3.0","2.3"
