"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.96","3.72","13.56","18.24","52.49","29.27"
"SR GRID","0.00","0.96","3.72","13.56","18.24","52.49","B. Frequency Profile (%)29.27"
