"","NR","WR","SR","ER","NER"
"Schedule(MU)","77.6","-83.3","50.0","-46.2","-0.3"
"Actual(MU)","71.6","-82.4","52.9","-41.4","-0.4"
"O/D/U/D(MU)","-6.0","0.8","2.9","4.8","-0.1"
