"","NR","WR","SR","ER","NER"
"Schedule(MU)","120.4","-68.6","38.5","-94.3","4.3"
"Actual(MU)","122.2","-75.5","37.3","-91.4","6.6"
"O/D/U/D(MU)","1.8","-6.9","-1.2","2.9","2.3"
