"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7963","0","181.6","112.0","0.2","140"
"","Haryana","7480","0","156.6","68.0","-0.2","359"
"","Rajasthan","8757","251","192.6","79.7","0.1","154"
"","Delhi","4750","0","102.9","77.9","-2.8","72"
"","UP","10800","2450","239.3","113.4","-0.8","359"
"","Uttarakhand","1500","195","30.1","9.3","1.7","315"
"","HP","1228","17","25.3","2.6","0.6","94"
"","J&K","1490","100","28.5","16.2","-0.4","150"
"","Chandigarh","264","0","5.3","5.5","-0.2","32"
"WR","Chhattisgarh","3075","16","70.7","22.4","-0.4","435"
"","Gujarat","11939","51","260.9","57.1","-3.3","261"
"","MP","7423","16","159.6","76.0","-3.8","135"
"","Maharashtra","15413","86","343.0","106.1","1.4","300"
"","Goa","355","1","7.3","7.3","-0.5","5"
"","DD","265","0","6.2","6.2","0.1","28"
"","DNH","639","1","15.2","14.7","0.5","36"
"","Essar steel","371","1","7.0","7.3","-0.3","51"
"SR","Andhra Pradesh","10766","0","244.6","83.5","2.3","398"
"","Karnataka","6377","300","124.7","10.9","-1.5","209"
"","Kerala","3022","150","56.3","22.2","0.5","283"
"","Tamil Nadu","11074","190","231.0","73.6","0.8","484"
"","Pondy","312","0","6.2","6.4","-0.2","32"
"ER","Bihar","1807","0","31.0","34.3","-4.5","110"
"","DVC","2645","0","58.1","-34.5","-1.8","200"
"","Jharkhand","1022","0","19.5","12.9","-0.8","105"
"","Odisha","3705","200","74.2","7.9","-1.2","230"
"","West Bengal","7052","85","128.7","36.0","3.7","320"
"","Sikkim","66","0","1.1","-0.4","1.5","58"
"NER","Arunachal Pradesh","89","11","1.1","1.3","-0.2","53"
"","Assam","1135","227","22.8","13.0","4.5","320"
"","Manipur","105","5","1.4","1.7","-0.3","32"
"","Meghalaya","241","2","5.0","-0.3","0.7","52"
"","Mizoram","63","2","0.9","1.0","-0.3","6"
"","Nagaland","99","1","1.7","1.3","0.0","24"
"","Tripura","193","32","2.8","1.1","0.2","58"
