"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","3.8","7.9","3.8","93.7","2.5"
"SR GRID","0.0","0.0","4.0","19.3","4.0","94.5","1.5"
