"","NR","WR","SR","ER","NER"
"Schedule(MU)","94.3","-51.1","41.2","-92.0","6.8"
"Actual(MU)","79.9","-50.9","42.3","-81.0","10.0"
"O/D/U/D(MU)","-14.4","0.2","1.1","11.0","3.2"
