"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.7","3.6","0.7","86.7","12.6"
"SR GRID","0.3","0.1","0.3","6.4","0.7","95.2","4.1"
